file_name,file_type,page_number,chunks,concise_summary
practitioners_guide_to_mlops_whitepaper,.pdf,25,"26
The serving engine can serve predictions to consumers in the following 
forms:
• Online inference in near real time for high-frequency singleton 
requests (or mini batches of requests), using interfaces like REST 
or gRPC.
• Streaming inference in near real time, such as through an 
event-processing pipeline.
• Offline batch inference for bulk data scoring, usually integrated 
with extract, transform, load (ETL) processes.
• Embedded inference as part of embedded systems or edge devic -
es.
In some scenarios of prediction serving, the serving engine might need 
to look up feature values that are related to the request. For example, you 
might have a model that predicts the propensity of a customer to buy a 
particular product, given a set of customer and product features. However, 
the request includes only the customer and the product identifier. There -
fore, the serving engine uses these identifiers to fetch the customer and 
the product feature values from a feature repository  and then to feed them 
to the model to produce a prediction.
An important part of having confidence in ML systems is being able to 
interpret the models and provide explanations to their predictions. The 
explanations should provide insight into the rationale for the prediction—for 
example, by generating feature attributions for a given prediction. Feature 
attributions  indicate in the form of scores how much each feature contrib -
utes to a prediction.
The inference logs and other serving metrics are stored for continuous 
monitoring  and analysis.
Continuous monitoring
Continuous monitoring is the process of monitoring the effectiveness and 
efficiency of a model in production, which is a crucial area of MLOps. It is 
essential to regularly and proactively verify that the model performance 
doesn’t decay. As the serving data changes over time, its properties start Prediction Serving
Typical assets produced in this 
process include the following:
• Request-response payloads stored 
in the serving logs store
• Feature attributions of the  
predictions
Core MLOps capabilities:
• Dataset & feature repository
• Model serving","The text discusses the different ways a serving engine can deliver machine learning (ML) predictions to consumers. These forms include online inference for single requests or mini batches using interfaces like REST or gRPC, streaming inference through event-processing pipelines, offline batch inference integrated with ETL processes, and embedded inference in edge devices. In some cases, the serving engine may need to retrieve related feature values from a feature repository before producing a prediction. The importance of interpreting and explaining ML models' predictions is mentioned, with explanations providing insight into the prediction's rationale through feature attributions. Continuous monitoring is also emphasized as a crucial aspect of ML operations, ensuring model effectiveness and efficiency in production. The text concludes by listing the typical assets produced during the prediction serving process, which include request-response payloads and feature attributions."
practitioners_guide_to_mlops_whitepaper,.pdf,26,"27
to deviate from the properties data that was used for training and evaluating the model. This leads to model effective 
performance degradation. In addition, changes or errors in upstream systems that produce the prediction requests 
might lead to changes to the properties of the serving data, and consequently produce bad predictions from the 
model.
The monitoring engine uses the inference logs to identify anomalies (skews and outliers), as shown in figure 11.
A typical continuous monitoring process consists of the following steps:
1. A sample of the request-response payloads is captured and stored in the serving logs store.
2. The monitoring engine periodically loads the latest inference logs, generates a schema, and computes statis -
tics for the serving data.
3. The monitoring engine compares the generated schema to a reference schema to identify schema skews, 
Figure 11.  The continuous monitoring process","The text discusses the importance of maintaining consistency between the data used for training and evaluating a machine learning model, and the data used for making predictions in real-world applications. Deviations from this data can result in performance degradation and inaccurate predictions. The text also mentions that errors or changes in upstream systems can affect the serving data and lead to bad predictions.

The text goes on to describe a continuous monitoring process used to identify anomalies in the serving data. This process includes capturing and storing a sample of request-response payloads in the serving logs, periodically loading and analyzing the inference logs, and comparing the generated schema to a reference schema to identify schema skews. Figure 11 is mentioned as illustrating this process."
practitioners_guide_to_mlops_whitepaper,.pdf,27,"28
and compares the computed statistics to baseline statistics to 
identify distribution skews.
4. If the true labels (ground truth) for the serving data are available, 
the monitoring engine uses it to evaluate the model predictive 
effectiveness in hindsight on the serving data.
5. If anomalies are identified, or if the model’s performance is decay -
ing, alerts can be pushed through various channels (for example, 
email or chat) to notify the owners to examine the model or to 
trigger a new retraining cycle. 
Effectiveness performance monitoring aims to detect model decay. Model 
decay is usually defined in terms of data and concept drift.
Data drift  describes a growing skew between the dataset that was used to 
train, tune, and evaluate the model and the production data that a model 
receives for scoring. Concept drift  is an evolving relationship between the 
input predictors and the target feature.
Data drift can involve two types of skews:
• Schema skew  occurs when training data and serving data do not 
conform to the same schema.
• Distribution skew  occurs when the distribution of feature values 
for training data is significantly different from the distribution for 
serving data.
In addition to identifying schema and distribution skews, other techniques 
for detecting data and concept drift include novelty and outlier detection, 
as well as feature attributions change. For more information, see ML model 
monitoring reference guides  in the Google Cloud documentation.
In some scenarios, your system is able to store ground truth for your serv -
ing data. For example, you capture whether a customer bought a product 
recommended by your model, or you calculate the actual demand for a 
particular product by the end of the week compared to the demand that 
was forecasted by the model. You can use this information as true labels 
to your serving data, and the information can be stored and retrieved from 
the dataset and feature repository  for continuous evaluation and for further 
model training cycles.Continuous  
Monitoring
Typical assets produced in this 
process include the following:
• Anomalies detected in serving data 
during drift detection
• Evaluation metrics produced from 
continuous evaluation
Core MLOps capabilities:
• Dataset & feature repository
• Model monitoring
• ML metadata & artifact repository","This text discusses the importance of continuous monitoring in machine learning (MLOps) to ensure model effectiveness and detect model decay. The monitoring engine identifies distribution and schema skews as types of data drift and uses ground truth labels when available to evaluate model performance. Techniques for detecting data and concept drift include novelty and outlier detection, as well as feature attribution change. The assets produced in this process include anomalies detected in serving data and evaluation metrics. Core MLOps capabilities include a dataset and feature repository, model monitoring, and an ML metadata and artifact repository. The main points of this text are:

1. Continuous monitoring is important for detecting model decay and ensuring model effectiveness.
2. Data drift can occur due to schema and distribution skews between training and serving data.
3. Ground truth labels can be used for continuous evaluation and further model training cycles.
4. Techniques for detecting data and concept drift include novelty and outlier detection, feature attribution change, and schema and distribution skew identification.
5. Core MLOps capabilities include a dataset and feature repository, model monitoring, and an ML metadata and artifact repository."
practitioners_guide_to_mlops_whitepaper,.pdf,28,"29
Besides monitoring model effectiveness, monitoring model serving effi -
ciency focuses on metrics like the following:
• Resource utilization, including CPUs, GPUs, and memory.
• Latency, which is a key metric in online and streaming deployments 
to indicate model service health.
• Throughput, which is a key metric in all deployments.
• Error rates.
Measuring these metrics is helpful not only in maintaining and improving 
system performance, but also in predicting and managing costs.
Data and model management
At the heart of the six processes outlined earlier is data and model man -
agement. This is a central function for governing ML artifacts in order to 
support auditability, traceability, and compliance, as well as for shareability, 
reusability, and discoverability of ML assets.
Dataset and feature management
One of the key challenges of data science and ML is creating, maintaining, 
and reusing high-quality data for training. Data scientists spend a signifi -
cant amount of their ML development time on exploratory data analysis, 
data preparation, and data transformation. However, other teams might 
have prepared the same datasets for similar use cases but have no means 
for sharing and reusing them. This situation can lead not only to wasted 
time re-creating the datasets, but to inconsistent definitions and instances 
of the same data entities.
In addition, during prediction serving, a common challenge is discrepancies 
between serving data and training data. This is called training-serving skew , 
and can occur because the data is extracted from different sources in dif -
ferent forms during training and serving. Training-serving skew impacts the 
performance of the models in production.
Dataset and feature management helps mitigate such issues by providing Data & Model  
Management 
Core MLOps capabilities:
• Dataset & feature repository
• Model registry
• ML metadata & artifact repository","The text discusses the importance of monitoring model serving efficiency in addition to model effectiveness. Metrics such as resource utilization (CPUs, GPUs, memory), latency, throughput, and error rates are crucial for maintaining system performance and managing costs. The central function of ML development is data and model management. A significant challenge is creating, maintaining, and reusing high-quality data for training and prediction serving. Dataset and feature management address these issues through core MLOps capabilities like a dataset & feature repository, model registry, and ML metadata & artifact repository."
practitioners_guide_to_mlops_whitepaper,.pdf,29,"30
a unified repository for ML features and datasets. Figure 12 shows how the feature and dataset repository provides 
the same set of data entities for multiple uses in the MLOps environment.
As the diagram shows, the features and datasets are created, discovered, and reused in different experiments. Batch 
serving of the data is used for experimentation, continuous training, and batch prediction, while online serving of the 
data is used for real-time prediction use cases.
Feature management
Features are attributes of business entities that are cleansed and prepared based on standard business rules—ag -
gregations, derivations, flags, and so on. Examples of entities include product, customer, location, and promotion. 
You can manage your data entities in a centralized repository to standardize their definition, storage, and access for 
training and serving. A feature repository helps data scientists and researchers do the following:
• Discover and reuse available feature sets for their entities instead of re-creating the entities in order to create 
Figure 12.  Using the dataset and feature repository to provide entities for multiple uses","The text discusses the importance of a unified repository for machine learning (ML) features and datasets in an MLOps (Machine Learning Operations) environment. The repository offers consistent data entities for various uses, including experimentation, continuous training, and real-time prediction.

The text explains that features are attributes of business entities that are cleansed and prepared based on standard business rules. Managing data entities in a centralized repository helps standardize their definition, storage, and access for training and serving. This approach allows data scientists and researchers to discover and reuse available feature sets for their entities, reducing repetition and improving efficiency.

The text also highlights the distinction between batch serving for experimentation and continuous training, and online serving for real-time prediction use cases."
practitioners_guide_to_mlops_whitepaper,.pdf,30,"31
their own datasets.
• Establish a central definition of features.
• Avoid training-serving skew by using the feature repository as the data source for experimentation, continu -
ous training, and online serving.
• Serve up-to-date feature values from the feature repository.
• Provide a way of defining and sharing new entities and features.
• Improve collaboration between data science and research teams by sharing features.
In batch ETL systems, the training pipeline can retrieve the features as a batch for the training task. For online serv -
ing, the serving engine can fetch the feature values that are related to the requested entity. Updates to the feature 
repository can be ingested from the batch ETL or streaming systems. In addition to those updates, the monitoring 
service can update statistics and metrics for these features.
Dataset management
Features can be used in many datasets for multiple ML tasks and use cases, while a dataset is used for a particular 
ML task or use case. More precisely, feature repositories typically don’t include labeled data instances (instances 
with predictable targets). Instead, they include reusable feature values of various entities. The features of different 
entities can be combined and joined with other transactional data that contains labels in order to create a dataset.
For example, the feature repository might contain a customer entity that includes features that describe customer 
demographics, purchase behavior, social media interactions, sentiment scores, third-party financial flags, and so on. 
The customer entity can be used in several tasks, such as churn prediction, click-through rate prediction, customer 
lifetime value estimation, customer segmentation, and recommendations. Each task has its own dataset that con -
tains the customer features and other features from the entities that are relevant to the task. In addition, in case of 
supervised learning tasks, each dataset has its own labels.
Dataset management helps with the following:
• Maintaining scripts for creating datasets and splits so that datasets can be created in different environments 
(development, test, production, and so on).
• Maintaining a single dataset definition and realization within the team to use in various model implementa -
tions and hyperparameters. This dataset includes splits (training, evaluation, test, and so on) and filtering 
conditions.
• Maintaining metadata and annotation that can be useful for team members who are collaborating on the 
same dataset and task.
• Providing reproducibility and lineage tracking.","This text discusses the importance of feature repositories and dataset management in machine learning (ML). The main points are:

1. Feature repositories establish a central definition of features, help avoid training-serving skew, and provide up-to-date feature values for experimentation, continuous training, and online serving.
2. Dataset management involves managing feature repositories for multiple ML tasks and use cases. Features are reusable and often combined with labeled data to create datasets.
3. Dataset management benefits include maintaining scripts for creating datasets and splits, maintaining a single dataset definition, providing metadata and annotation for collaboration, and ensuring reproducibility and lineage tracking.
4. In batch ETL systems, the training pipeline can retrieve features from the feature repository in batches. For online serving, the serving engine can fetch feature values related to the requested entity.
5. Features are typically not included in labeled data instances but rather include reusable feature values of various entities. These entities can be used in several tasks and datasets, with each task having its own labeled data.
6. Dataset management helps maintain consistency, collaboration, and reproducibility within teams working on different model implementations and hyperparameters."
practitioners_guide_to_mlops_whitepaper,.pdf,31,"32
Model management
As organizations add to the number of models in production at scale, it becomes difficult to keep track of all of them 
manually. Organizations need controls in order to manage risk and implement ML models responsibility, as well as to 
maintain compliance with regulations. 
To help with this task, organizations need to establish robust model management. Model management is a 
cross-cutting process that is at the center of MLOps. It entails both ML metadata tracking and model governance. 
Having model management across the ML lifecycle helps ensure the following:
• The data that is being collected and used for model training and evaluation is accurate, unbiased, and used 
appropriately without any data privacy violations.
• The models are evaluated and validated against effectiveness quality measures and fairness indicators, so 
that they are fit for deployment in production.
• The models are interpretable, and their outcomes are explainable (if needed).
• The performance of deployed models is monitored using continuous evaluation and the models’ perfor -
mance metrics are tracked and reported. 
• Potential issues in model training or prediction serving are traceable, debuggable, and reproducible.
ML metadata tracking
Figure 13 . Metadata tracking","This text discusses the importance of model management as organizations scale up their use of machine learning (ML) models. Model management is a crucial aspect of MLOps (DevOps for ML) and involves both metadata tracking and model governance.

The primary functions of model management are:
1. Ensuring the accuracy, unbiasedness, and appropriate use of training data without violating data privacy.
2. Evaluating and validating models against effectiveness and fairness indicators.
3. Ensuring model interpretability and explainability of outcomes.
4. Monitoring deployed models' performance through continuous evaluation and tracking performance metrics.
5. Addressing any issues during model training or prediction serving, ensuring they are traceable, debuggable, and reproducible.

Metadata tracking is a component of model management that enables organizations to record and manage metadata throughout the ML lifecycle. This information includes details about the data, models, and experiments, enabling better management, auditing, and compliance with regulations."
practitioners_guide_to_mlops_whitepaper,.pdf,32,"33
ML metadata tracking is generally integrated with different MLOps processes. The artifacts produced by the other 
processes are usually automatically stored in an ML artifact repository, along with the information about the process 
executions. ML metadata that is captured can include pipeline run ID, trigger, process type, step, start and end date -
time, status, environment configurations, and input parameter values. Examples of artifacts that are stored include 
processed data splits, schemas, statistics, hyperparameters, models, and evaluation metrics or custom artifacts. 
Figure 13 shows metadata tracking.
ML metadata tracking lets data scientists and ML engineers track experimentation parameters and pipeline config -
urations for reproducibility and for tracing lineage. In addition, ML metadata tracking lets users search, discover, and 
export existing ML models and artifacts. 
Data scientists and ML engineers can use ML metadata tracking to add and update annotations to the tracked ML 
experiments and runs. This facilitates discoverability. Moreover, ML metadata tracking provides the tools for analyz -
ing, comparing, and visualizing the metadata and artifacts of different experiments and ML pipeline runs. This helps 
data scientists and ML engineers understand the behavior of the pipelines and to debug ML issues.
Model governance
Model governance is about registering, reviewing, validating, and approving models for deployment. Depending on 
the organization, on the regulatory requirements of the model, and on the particular use case, the process of model 
governance can differ. The process can be automated, semi-automated, or fully automated (with multiple release 
criteria in all cases) to determine whether ML models are ready to go to production. In addition, model governance 
should support reporting on the performance of deployed models.
Figure 14.  Tasks involved in model governance","ML metadata tracking and model governance are essential components of MLOps. ML metadata tracking involves storing information about ML process executions, including pipeline run ID, start and end dates, status, environment configurations, and input parameter values. Artifacts such as processed data, schemas, statistics,hyperparameters, models, and evaluation metrics are also stored. This data allows data scientists and ML engineers to track experimentation parameters, reproduce pipelines, and debug ML issues. Model governance, on the other hand, focuses on registering, reviewing, validating, and approving models for deployment. The process can vary depending on organizational and regulatory requirements and can be automated, semi-automated, or fully automated with multiple release criteria. Model governance also includes reporting on the performance of deployed models. (Figure 13 and 14)"
practitioners_guide_to_mlops_whitepaper,.pdf,33,"34
Figure 14 shows the tasks that are involved in model governance.
Model governance can use information in the ML metadata and the model registry to do the following tasks:
• Store:  Add or update model properties and track model versions and property changes. The model registry can 
store many model versions from the experimentation and continuous training phases, which lets data scientists 
easily reproduce significant models.
• Evaluate:  Compare a new challenger model to the champion model by looking not only at evaluation metrics 
(accuracy, precision, recall, specificity, and so on) but also at business KPIs that are collected through online ex -
perimentation. Additionally, model owners need to be able to understand and explain the model predictions—for 
example, by using feature attribution methods. This ensures the quality of the model that is deployed in produc -
tion.
• Check:  Review, request changes, and approve the model to help control for risks, such as business, financial, 
legal, security, privacy, reputational, and ethical concerns.
• Release:  Invoke the model deployment process to go live. This controls the type of the model release (for exam -
ple, canary or blue-green) and the traffic split that is directed to it.
• Report:  Aggregate, visualize, and highlight model performance metrics that are collected from the continuous 
evaluation process. This ensures the quality of the model in production.
Explainability is particularly important in the case of decision automation. The governance process should provide 
to risk managers and auditors a clear view of lineage and accountability. The process should also provide them the 
ability to review decisions in accordance with an organization’s ethical and legal responsibilities.
Putting it all together
Delivering business value through ML is not only about building the best ML model for the use case at hand. Deliver -
ing this value is also about building an integrated ML system that operates continuously to adapt to changes in the 
dynamics of the business environment. Such an ML system involves collecting, processing, and managing ML data -
sets and features; training, and evaluating models at scale; serving the model for predictions; monitoring the model 
performance in production; and tracking model metadata and artifacts.
In this document, we discuss the core capabilities for building and operating ML systems, and we describe a com -
prehensive MLOps process to streamline the workflow from development to production. This can help organizations 
reduce time to market while increasing the reliability, performance, scalability, and security of their ML systems. 
Figure 15 provides a summary of the end-to-end MLOps process.","Figure 14 illustrates the tasks involved in model governance, which includes storing and tracking model versions, evaluating model quality using both technical metrics and business KPIs, checking and approving models for risks, releasing models for deployment, and reporting model performance metrics. Explanability is crucial in decision automation, and the governance process should provide transparency and accountability. Building business value through machine learning extends beyond creating the best model; it also necessitates constructing a continuous ML system that adapts to business environment changes. This involves managing ML datasets and features, scaling training and evaluation, serving models, monitoring performance, and tracking metadata and artifacts. The document outlines the core capabilities for ML systems and proposes a comprehensive MLOps process to streamline workflows and improve ML system reliability, performance, scalability, and security. (Figure 15 summarizes the end-to-end MLOps process.)"
practitioners_guide_to_mlops_whitepaper,.pdf,34,"35
Figure 15.  End-to-end MLOps workflow","Figure 15 represents the end-to-end Machine Learning Operations (MLOps) workflow. The main points of this workflow are as follows:

1. Data Engineering: Data is collected, preprocessed, and stored in a centralized repository. This data is then transformed and made available for modeling.
2. Data Science: Data scientists build, train, and validate machine learning models using data from the repository. They also experiment with different algorithms and hyperparameters to optimize model performance.
3. Model Management: Trained models are versioned, stored, and managed in a repository. This allows for easy deployment, scaling, and monitoring of models.
4. DevOps: The models are deployed to production environments using continuous integration and continuous delivery (CI/CD) pipelines. This ensures that new models are consistently and reliably delivered to users.
5. Operations: Once deployed, models are monitored for performance and any issues are addressed. This includes managing resources, ensuring model accuracy, and handling any anomalies or errors.
6. Governance: Compliance and security are important considerations throughout the MLOps workflow. This includes data privacy, access control, and audit trails.

Overall, the MLOps workflow aims to streamline the machine learning development process, improve collaboration between teams, and ensure that models are delivered efficiently and effectively to production environments."
practitioners_guide_to_mlops_whitepaper,.pdf,35,"36
Additional resources
For more information about how to get started with MLOps on Google Cloud, see the following books, guides, cours -
es, articles, and videos:
• Best Practices for Implementing Machine Learning on Google Cloud
• Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation, Model Building, 
and MLOps
• An introduction to MLOps on Google Cloud
• MLOps: Continuous delivery and automation pipelines in machine learning
• Architecture for MLOps using TFX, Kubeflow Pipelines, and Cloud Build
• Setting up an MLOps environment on Google Cloud
• MLOps (Machine Learning Operations) Fundamentals on Coursera","This section provides a list of resources for implementing Machine Learning Operations (MLOps) on Google Cloud. The resources include:

1. ""Best Practices for Implementing Machine Learning on Google Cloud"" - a guide that offers best practices for implementing machine learning on Google Cloud.
2. ""Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation, Model Building, and MLOps"" - a book that discusses design patterns to address common challenges in data preparation, model building, and MLOps.
3. ""An introduction to MLOps on Google Cloud"" - an introduction to MLOps on Google Cloud and its benefits.
4. ""MLOps: Continuous delivery and automation pipelines in machine learning"" - a resource that discusses continuous delivery and automation pipelines in machine learning.
5. ""Architecture for MLOps using TFX, Kubeflow Pipelines, and Cloud Build"" - a resource that explains the architecture for MLOps using TensorFlow Extended (TFX), Kubeflow Pipelines, and Cloud Build.
6. ""Setting up an MLOps environment on Google Cloud"" - a guide on setting up an MLOps environment on Google Cloud.
7. ""MLOps (Machine Learning Operations) Fundamentals on Coursera"" - a course on Coursera that covers the fundamentals of MLOps."
